null_replicate,graph_index,target_swaps,accepted_swaps,attempted_swaps,acceptance_rate,changed,randomized_edge_mask
1,39,120,120,591,0.20304568527918782,True,0808c04010f9
1,40,80,80,550,0.14545454545454545,True,00a0000001d9
1,41,100,100,295,0.3389830508474576,True,0012408010c7
1,42,130,130,377,0.3448275862068966,True,02190108899a
1,43,170,170,1087,0.15639374425023,True,02504108a2ff
1,44,90,90,343,0.26239067055393583,True,00a940000119
1,45,110,110,398,0.27638190954773867,True,003440004933
1,46,130,130,442,0.29411764705882354,True,003082041b74
1,47,110,110,435,0.25287356321839083,True,000980091199
1,48,40,40,60,0.6666666666666666,True,0010000100c0
1,49,130,130,413,0.31476997578692495,True,022840045d32
1,50,110,110,559,0.1967799642218247,True,000a40093078
1,51,150,150,690,0.21739130434782608,True,083a00001f73
1,52,80,80,223,0.35874439461883406,True,082040000871
1,53,70,70,127,0.5511811023622047,True,002040201205
1,54,70,70,275,0.2545454545454545,True,001000200899
1,55,90,90,208,0.4326923076923077,True,080050400259
1,56,20,20,20,1.0,False,040000000010
1,57,90,90,466,0.19313304721030042,True,04000100115b
1,58,130,130,416,0.3125,True,00698000523e
1,59,150,150,683,0.21961932650073207,True,0060c1084677
1,60,90,90,360,0.25,True,003200001938
1,61,110,110,260,0.4230769230769231,True,100009201399
1,62,100,100,252,0.3968253968253968,True,0020400d4035
1,63,150,150,585,0.2564102564102564,True,027108102a79
1,64,100,100,302,0.33112582781456956,True,041840050039
1,65,160,160,801,0.19975031210986266,True,024082085afe
1,66,130,130,449,0.289532293986637,True,08024301303b
1,67,140,140,744,0.1881720430107527,True,020142011bf1
1,68,110,110,327,0.3363914373088685,True,00104030883d
1,69,130,130,394,0.3299492385786802,True,08608010531d
1,70,130,130,384,0.3385416666666667,True,0b18412800a9
1,71,80,80,265,0.3018867924528302,True,028940001041
1,72,100,100,425,0.23529411764705882,True,003940002191
1,73,90,90,238,0.37815126050420167,True,080040201895
1,74,140,140,1042,0.1343570057581574,True,008a400910fb
1,75,190,190,2362,0.08044030482641829,True,0228c0207dbf
1,76,50,50,62,0.8064516129032258,True,001020008012
1,77,60,60,92,0.6521739130434783,True,0250000008c0
1,78,130,130,769,0.16905071521456436,True,0408c20021db
1,79,130,130,487,0.2669404517453799,True,0018010c359a
1,80,110,110,701,0.15691868758915833,True,0180c00010db
1,81,110,110,294,0.3741496598639456,True,1088200400db
1,82,100,100,421,0.2375296912114014,True,000140089970
1,83,120,120,316,0.379746835443038,True,002c4080166a
1,84,140,140,482,0.29045643153526973,True,0012821910f9
1,85,120,120,756,0.15873015873015872,True,003040005b3a
1,86,110,110,259,0.4247104247104247,True,0018014029d2
1,87,120,120,396,0.30303030303030304,True,10080044505f
1,88,130,130,493,0.26369168356997974,True,00204118b178
1,89,140,140,538,0.26022304832713755,True,0018c409069b
1,90,120,120,337,0.3560830860534125,True,0008c2205992
1,91,110,110,338,0.3254437869822485,True,0050000514da
1,92,80,80,135,0.5925925925925926,True,001410201019
1,93,160,160,2174,0.07359705611775529,True,00344a0158f9
2,0,110,110,370,0.2972972972972973,True,0060c2002a52
2,1,130,130,505,0.25742574257425743,True,00022808347b
2,2,70,70,152,0.4605263157894737,True,002080004072
2,3,70,70,435,0.16091954022988506,True,003400000191
2,4,90,90,271,0.33210332103321033,True,013800040069
2,5,90,90,241,0.37344398340248963,True,001240014063
2,6,170,170,1029,0.1652089407191448,True,0048010acbfd
2,7,150,150,614,0.24429967426710097,True,004801209f3e
2,8,150,150,951,0.15772870662460567,True,0961c001113b
2,9,70,70,114,0.6140350877192983,True,000200094058
2,10,120,120,580,0.20689655172413793,True,015840000ad9
2,11,100,100,197,0.5076142131979695,True,00100111409e
2,12,70,70,173,0.4046242774566474,True,003000008168
2,13,80,80,321,0.24922118380062305,True,00004000d05a
2,14,100,100,265,0.37735849056603776,True,001882803881
2,15,100,100,364,0.27472527472527475,True,0408400028ba
2,16,100,100,275,0.36363636363636365,True,006080201871
2,17,120,120,279,0.43010752688172044,True,001821809853
2,18,130,130,632,0.20569620253164558,True,0050c0403978
2,19,170,170,997,0.17051153460381144,True,0018c119945f
2,20,50,50,55,0.9090909090909091,True,100800042040
2,21,70,70,124,0.5645161290322581,True,0010001110a8
2,22,120,120,394,0.30456852791878175,True,02284204d092
2,23,80,80,160,0.5,True,004048049050
2,24,120,120,578,0.20761245674740483,True,0010c01091d9
2,25,100,100,190,0.5263157894736842,True,0042000a5069
2,26,130,130,1052,0.12357414448669202,True,001a40105939
2,27,140,140,606,0.23102310231023102,True,0050842819b9
2,28,100,100,367,0.2724795640326976,True,000c40209059
2,29,120,120,369,0.3252032520325203,True,0060421050cb
2,30,120,120,386,0.31088082901554404,True,0100c20842d9
2,31,130,130,512,0.25390625,True,003900101d5a
2,32,130,130,824,0.15776699029126215,True,1028c000507b
2,33,210,210,2449,0.08574928542262147,True,005442a0edff
2,34,100,100,308,0.3246753246753247,True,000e40004073
2,35,130,130,430,0.3023255813953488,True,020850885839
2,36,120,120,635,0.1889763779527559,True,005880001af8
2,37,170,170,977,0.17400204708290687,True,0098440d897b
2,38,80,80,180,0.4444444444444444,True,041400041038
2,39,120,120,657,0.182648401826484,True,0039800100bb
2,40,80,80,604,0.13245033112582782,True,0030000001e9
2,41,100,100,280,0.35714285714285715,True,040050080359
2,42,130,130,393,0.33078880407124683,True,011142900999
2,43,170,170,1140,0.14912280701754385,True,0048e008c2ff
2,44,90,90,320,0.28125,True,0050c00008f0
2,45,110,110,490,0.22448979591836735,True,002140803159
2,46,130,130,399,0.3258145363408521,True,00104311907a
2,47,110,110,397,0.2770780856423174,True,00404008a978
2,48,40,40,60,0.6666666666666666,False,044000000041
2,49,130,130,423,0.3073286052009456,True,03106008381b
2,50,110,110,421,0.26128266033254155,True,003c40002833
2,51,150,150,632,0.23734177215189872,True,007040106dd3
2,52,80,80,203,0.39408866995073893,True,001080005198
2,53,70,70,149,0.4697986577181208,True,000010081a50
2,54,70,70,229,0.3056768558951965,True,002100000259
2,55,90,90,185,0.4864864864864865,True,000048c010c9
2,56,20,20,20,1.0,True,001000000080
2,57,90,90,353,0.254957507082153,True,00004020419d
2,58,130,130,438,0.2968036529680365,True,0018d009403b
2,59,150,150,678,0.22123893805309736,True,00290284345f
2,60,90,90,369,0.24390243902439024,True,002c400008d1
2,61,110,110,247,0.44534412955465585,True,0001620083c3
2,62,100,100,260,0.38461538461538464,True,004802400a59
2,63,150,150,492,0.3048780487804878,True,0231c0086563
2,64,100,100,247,0.4048582995951417,True,0400c0083158
2,65,160,160,825,0.19393939393939394,True,000d421112f7
2,66,130,130,542,0.23985239852398524,True,005881001b8d
2,67,140,140,619,0.22617124394184168,True,005c00009b6d
2,68,110,110,327,0.3363914373088685,True,001041108873
2,69,130,130,432,0.30092592592592593,True,020800885dd8
2,70,130,130,314,0.4140127388535032,True,00bc81202192
2,71,80,80,223,0.35874439461883406,True,081900003028
2,72,100,100,422,0.23696682464454977,True,0030c00110f0
2,73,90,90,253,0.3557312252964427,True,001060004299
2,74,140,140,1156,0.12110726643598616,True,0018c02091bb
2,75,190,190,2433,0.07809288943690916,True,0208c808bbfd
2,76,50,50,58,0.8620689655172413,True,082000000412
2,77,60,60,92,0.6521739130434783,True,005200002140
2,78,130,130,653,0.1990811638591118,True,1018400420fd
2,79,130,130,500,0.26,True,00494402129b
2,80,110,110,559,0.1967799642218247,True,0408800808f9
2,81,110,110,273,0.40293040293040294,True,010400a010fc
2,82,100,100,308,0.3246753246753247,True,002800045958
2,83,120,120,295,0.4067796610169492,True,00304085302e
2,84,140,140,505,0.27722772277227725,True,0029a008907b
2,85,120,120,783,0.1532567049808429,True,00304005305b
2,86,110,110,247,0.44534412955465585,True,0482000c1135
2,87,120,120,405,0.2962962962962963,True,000044a090db
2,88,130,130,451,0.28824833702882485,True,013880080b1d
2,89,140,140,524,0.26717557251908397,True,0018c090941f
2,90,120,120,363,0.3305785123966942,True,001842048b70
2,91,110,110,377,0.2917771883289125,True,080042045193
2,92,80,80,132,0.6060606060606061,True,00710000020d
2,93,160,160,2075,0.07710843373493977,True,087140009c7d
3,0,110,110,316,0.34810126582278483,True,0040c808b01a
3,1,130,130,390,0.3333333333333333,True,000094085957
3,2,70,70,186,0.3763440860215054,True,001000108078
3,3,70,70,395,0.17721518987341772,True,0060000011c8
3,4,90,90,274,0.3284671532846715,True,01a000041078
3,5,90,90,234,0.38461538461538464,True,001080218059
3,6,170,170,1035,0.1642512077294686,True,100103083bf7
3,7,150,150,674,0.22255192878338279,True,0041020d34af
3,8,150,150,871,0.17221584385763491,True,1848c000997a
3,9,70,70,135,0.5185185185185185,True,004100004298
3,10,120,120,579,0.20725388601036268,True,00b44000309b
3,11,100,100,219,0.45662100456621,True,000050a0403d
3,12,70,70,171,0.4093567251461988,True,041000002198
3,13,80,80,326,0.24539877300613497,True,001000001ad8
3,14,100,100,239,0.41841004184100417,True,080844009a30
3,15,100,100,381,0.26246719160104987,True,00aa0000083b
3,16,100,100,301,0.33222591362126247,True,0008400859e0
3,17,120,120,276,0.43478260869565216,True,008402085b94
3,18,130,130,636,0.20440251572327045,True,005a8001187a
3,19,170,170,1129,0.15057573073516387,True,00c9020c9c3f
3,20,50,50,56,0.8928571428571429,True,040800042100
3,21,70,70,112,0.625,True,0010401100a1
3,22,120,120,416,0.28846153846153844,True,01e050081219
3,23,80,80,167,0.47904191616766467,True,004308081011
3,24,120,120,662,0.18126888217522658,True,0810c00090bb
3,25,100,100,182,0.5494505494505495,True,000c0200c25a
3,26,130,130,915,0.14207650273224043,True,0110c0091879
3,27,140,140,575,0.24347826086956523,True,02584040483f
3,28,100,100,334,0.2994011976047904,True,081080081899
3,29,120,120,413,0.29055690072639223,True,00220209507a
3,30,120,120,372,0.3225806451612903,True,0009402290b9
3,31,130,130,436,0.2981651376146789,True,023040241479
3,32,130,130,855,0.15204678362573099,True,1098400018bb
3,33,210,210,2181,0.09628610729023383,True,08144a413bff
3,34,100,100,294,0.3401360544217687,True,00c14000209b
3,35,130,130,387,0.3359173126614987,True,005840103b8c
3,36,120,120,600,0.2,True,003880041971
3,37,170,170,1094,0.15539305301645337,True,02a14018593f
3,38,80,80,154,0.5194805194805194,True,004340080061
3,39,120,120,578,0.20761245674740483,True,011c400010eb
3,40,80,80,577,0.1386481802426343,True,0020000041f8
3,41,100,100,276,0.36231884057971014,True,0800020490da
3,42,130,130,340,0.38235294117647056,True,0082e008915a
3,43,170,170,1036,0.1640926640926641,True,014106081bfb
3,44,90,90,460,0.1956521739130435,True,00c0c00010d8
3,45,110,110,387,0.2842377260981912,True,0011c0011193
3,46,130,130,363,0.3581267217630854,True,001870041279
3,47,110,110,426,0.25821596244131456,True,02504000883b
3,48,40,40,60,0.6666666666666666,True,100000004050
3,49,130,130,418,0.31100478468899523,True,006d00082639
3,50,110,110,501,0.21956087824351297,True,0820c0083039
3,51,150,150,749,0.20026702269692923,True,003802114bd9
3,52,80,80,228,0.3508771929824561,True,002140004131
3,53,70,70,145,0.4827586206896552,True,001200080611
3,54,70,70,250,0.28,True,000200084059
3,55,90,90,176,0.5113636363636364,True,0010100c09c1
3,56,20,20,20,1.0,False,040000000010
3,57,90,90,328,0.27439024390243905,True,040040000957
3,58,130,130,419,0.31026252983293556,True,0029c0082553
3,59,150,150,721,0.20804438280166435,True,0018412314bb
3,60,90,90,361,0.24930747922437674,True,0021400110b8
3,61,110,110,261,0.421455938697318,True,001420400cd3
3,62,100,100,223,0.4484304932735426,True,007800000a0f
3,63,150,150,555,0.2702702702702703,True,00d0c4208b71
3,64,100,100,283,0.35335689045936397,True,003900040931
3,65,160,160,879,0.1820250284414107,True,00c803090afb
3,66,130,130,451,0.28824833702882485,True,0040430528f1
3,67,140,140,690,0.2028985507246377,True,02240201587b
3,68,110,110,290,0.3793103448275862,True,001a00002a5e
3,69,130,130,387,0.3359173126614987,True,0040801959d4
3,70,130,130,345,0.37681159420289856,True,082ac0282164
3,71,80,80,212,0.37735849056603776,True,021180005030
3,72,100,100,491,0.20366598778004075,True,0038c00011c1
3,73,90,90,223,0.40358744394618834,True,00110009801d
3,74,140,140,1297,0.1079414032382421,True,0030800839fa
3,75,190,190,2263,0.08395934600088378,True,00a8c0119d7f
3,76,50,50,63,0.7936507936507936,True,101000000412
3,77,60,60,96,0.625,True,180100001030
3,78,130,130,675,0.1925925925925926,True,005a800020df
3,79,130,130,387,0.3359173126614987,True,00508308229b
3,80,110,110,697,0.15781922525107603,True,0080c00090fa
3,81,110,110,299,0.36789297658862874,True,0014800281f2
3,82,100,100,347,0.2881844380403458,True,0049000418d1
3,83,120,120,321,0.37383177570093457,True,004c0014529c
3,84,140,140,668,0.20958083832335328,True,000ac20940f3
3,85,120,120,862,0.13921113689095127,True,00290008591b
3,86,110,110,228,0.4824561403508772,True,00c0401880cd
3,87,120,120,361,0.33240997229916897,True,08021008127b
3,88,130,130,473,0.2748414376321353,True,1018800c18b5
3,89,140,140,521,0.2687140115163148,True,000c400c74b6
3,90,120,120,383,0.3133159268929504,True,011042101b58
3,91,110,110,450,0.24444444444444444,True,00300180511b
3,92,80,80,152,0.5263157894736842,True,04004008510c
3,93,160,160,2050,0.07804878048780488,True,003b0201595d
4,0,110,110,253,0.43478260869565216,True,000a40883854
4,1,130,130,440,0.29545454545454547,True,01000202795e
4,2,70,70,179,0.39106145251396646,True,0009000800e1
4,3,70,70,334,0.20958083832335328,True,006000004198
4,4,90,90,269,0.3345724907063197,True,001a800020d2
4,5,90,90,227,0.3964757709251101,True,00110000d12a
4,6,170,170,1040,0.16346153846153846,True,015000065dbf
4,7,150,150,626,0.23961661341853036,True,1000060c3b5d
4,8,150,150,886,0.16930022573363432,True,144c40043179
4,9,70,70,125,0.56,True,100100001852
4,10,120,120,579,0.20725388601036268,True,00414008b0f8
4,11,100,100,223,0.4484304932735426,True,00010408459a
4,12,70,70,189,0.37037037037037035,True,042080000151
4,13,80,80,396,0.20202020202020202,True,001100001893
4,14,100,100,253,0.3952569169960474,True,004a02047021
4,15,100,100,430,0.23255813953488372,True,0408800410b9
4,16,100,100,304,0.32894736842105265,True,000840415078
4,17,120,120,288,0.4166666666666667,True,00b04003150b
4,18,130,130,771,0.16861219195849547,True,005ac0000b71
4,19,170,170,1035,0.1642512077294686,True,001c420636f9
4,20,50,50,58,0.8620689655172413,True,014000044020
4,21,70,70,117,0.5982905982905983,True,108000080831
4,22,120,120,416,0.28846153846153844,True,04604208b02a
4,23,80,80,161,0.4968944099378882,True,005040208418
4,24,120,120,536,0.22388059701492538,True,0408400419f1
4,25,100,100,218,0.45871559633027525,True,01104000530e
4,26,130,130,850,0.15294117647058825,True,00698000583b
4,27,140,140,582,0.24054982817869416,True,021842010afa
4,28,100,100,329,0.303951367781155,True,040c4000501b
4,29,120,120,403,0.2977667493796526,True,00290008955a
4,30,120,120,385,0.3116883116883117,True,0008404868dc
4,31,130,130,451,0.28824833702882485,True,001e00085876
4,32,130,130,860,0.1511627906976744,True,0448400430f9
4,33,210,210,2222,0.09450945094509451,True,006488295dff
4,34,100,100,275,0.36363636363636365,True,0201400840b9
4,35,130,130,496,0.2620967741935484,True,006044183949
4,36,120,120,612,0.19607843137254902,True,0888400818b9
4,37,170,170,1021,0.1665034280117532,True,003c8030593f
4,38,80,80,169,0.47337278106508873,True,101140080029
4,39,120,120,548,0.21897810218978103,True,0038800441b9
4,40,80,80,565,0.1415929203539823,True,0820000000f9
4,41,100,100,267,0.37453183520599254,True,001100088996
4,42,130,130,358,0.36312849162011174,True,002d400a8169
4,43,170,170,1140,0.14912280701754385,True,0068c040477f
4,44,90,90,424,0.21226415094339623,True,0828c0000059
4,45,110,110,482,0.22821576763485477,True,000240095178
4,46,130,130,408,0.31862745098039214,True,0820c408145b
4,47,110,110,360,0.3055555555555556,True,002140111139
4,48,40,40,62,0.6451612903225806,True,0010000100c0
4,49,130,130,472,0.2754237288135593,True,008a44091913
4,50,110,110,459,0.23965141612200436,True,0050c00032b8
4,51,150,150,697,0.2152080344332855,True,0058044158db
4,52,80,80,204,0.39215686274509803,True,001c000010c9
4,53,70,70,134,0.5223880597014925,True,0000020c9041
4,54,70,70,209,0.3349282296650718,True,0010000410c9
4,55,90,90,174,0.5172413793103449,True,0000080d80d8
4,56,20,20,20,1.0,False,040000000010
4,57,90,90,389,0.23136246786632392,True,0000400051ce
4,58,130,130,494,0.2631578947368421,True,0038c080443b
4,59,150,150,624,0.2403846153846154,True,0018450512d7
4,60,90,90,351,0.2564102564102564,True,005240002099
4,61,110,110,247,0.44534412955465585,True,0000680980cb
4,62,100,100,236,0.423728813559322,True,004800280c99
4,63,150,150,556,0.2697841726618705,True,024988084af1
4,64,100,100,296,0.33783783783783783,True,0059400008a3
4,65,160,160,841,0.1902497027348395,True,000922083bfa
4,66,130,130,468,0.2777777777777778,True,0048c005845d
4,67,140,140,795,0.1761006289308176,True,0045000875b9
4,68,110,110,350,0.3142857142857143,True,0008040c48d9
4,69,130,130,357,0.3641456582633053,True,0840400570b6
4,70,130,130,365,0.3561643835616438,True,0680c40c11d0
4,71,80,80,213,0.3755868544600939,True,00c140006030
4,72,100,100,417,0.23980815347721823,True,091840001099
4,73,90,90,254,0.3543307086614173,True,001200031059
4,74,140,140,1172,0.11945392491467577,True,0028401849f9
4,75,190,190,2658,0.07148231753197894,True,0208c210dbfd
4,76,50,50,62,0.8064516129032258,True,000020201090
4,77,60,60,92,0.6521739130434783,True,108040004110
4,78,130,130,711,0.1828410689170183,True,0070c00020ef
4,79,130,130,496,0.2620967741935484,True,01504006301f
4,80,110,110,628,0.1751592356687898,True,0488400008bb
4,81,110,110,295,0.3728813559322034,True,1084002010be
4,82,100,100,335,0.29850746268656714,True,011040081949
4,83,120,120,320,0.375,True,0060400a692a
4,84,140,140,549,0.2550091074681239,True,00a84804913b
4,85,120,120,806,0.1488833746898263,True,080840081ad9
4,86,110,110,219,0.502283105022831,True,040c080410b3
4,87,120,120,454,0.2643171806167401,True,0009004112de
4,88,130,130,460,0.2826086956521739,True,01484404905b
4,89,140,140,563,0.24866785079928952,True,00c8010cb01f
4,90,120,120,308,0.38961038961038963,True,00a0c0881459
4,91,110,110,437,0.2517162471395881,True,04104081101f
4,92,80,80,157,0.5095541401273885,True,001140008512
4,93,160,160,1805,0.0886426592797784,True,00514301d0f9
5,0,110,110,250,0.44,True,006940100a15
5,1,130,130,434,0.2995391705069124,True,08204002267d
5,2,70,70,188,0.3723404255319149,True,0008002008f0
5,3,70,70,402,0.17412935323383086,True,0020400101d0
5,4,90,90,239,0.37656903765690375,True,0021800820f0
5,5,90,90,208,0.4326923076923077,True,0010002118e8
5,6,170,170,1025,0.16585365853658537,True,0440400734ff
5,7,150,150,777,0.19305019305019305,True,004842028f6b
5,8,150,150,859,0.17462165308498254,True,082cc00511f1
5,9,70,70,135,0.5185185185185185,True,002100001348
5,10,120,120,565,0.21238938053097345,True,042940001339
5,11,100,100,208,0.4807692307692308,True,00004a80806b
5,12,70,70,146,0.4794520547945205,True,0082000011d0
5,13,80,80,342,0.23391812865497075,True,001000049059
5,14,100,100,263,0.38022813688212925,True,008042119830
5,15,100,100,461,0.21691973969631237,True,000a402020b9
5,16,100,100,285,0.3508771929824561,True,00a040805039
5,17,120,120,289,0.41522491349480967,True,0140080a5919
5,18,130,130,693,0.18759018759018758,True,008e40081971
5,19,170,170,967,0.17580144777662876,True,0008470d70db
5,20,50,50,54,0.9259259259259259,True,028040000280
5,21,70,70,135,0.5185185185185185,True,000a00201121
5,22,120,120,353,0.33994334277620397,True,02384008948a
5,23,80,80,145,0.5517241379310345,True,001101091090
5,24,120,120,557,0.21543985637342908,True,0820c000907b
5,25,100,100,202,0.49504950495049505,True,0018400502c5
5,26,130,130,766,0.16971279373368145,True,0019408038b9
5,27,140,140,626,0.22364217252396165,True,008c4018519d
5,28,100,100,288,0.3472222222222222,True,000940411059
5,29,120,120,410,0.2926829268292683,True,003c00084897
5,30,120,120,416,0.28846153846153844,True,040044481879
5,31,130,130,415,0.3132530120481928,True,00a140091876
5,32,130,130,887,0.14656144306651633,True,0030c01051b9
5,33,210,210,2579,0.081426909654905,True,0055200cf5ff
5,34,100,100,265,0.37735849056603776,True,080840400879
5,35,130,130,367,0.3542234332425068,True,0100c2885931
5,36,120,120,556,0.2158273381294964,True,0028c0086159
5,37,170,170,1128,0.15070921985815602,True,00d80114997b
5,38,80,80,190,0.42105263157894735,True,0011408010a8
5,39,120,120,583,0.2058319039451115,True,02b0400008bb
5,40,80,80,534,0.149812734082397,True,0021000001f1
5,41,100,100,255,0.39215686274509803,True,0001408090d6
5,42,130,130,366,0.3551912568306011,True,102542100873
5,43,170,170,1155,0.1471861471861472,True,006880484d7f
5,44,90,90,353,0.254957507082153,True,002940000970
5,45,110,110,505,0.21782178217821782,True,0045000818f1
5,46,130,130,429,0.30303030303030304,True,0048490818e3
5,47,110,110,454,0.2422907488986784,True,001a00051139
5,48,40,40,51,0.7843137254901961,True,082000000041
5,49,130,130,455,0.2857142857142857,True,002844894839
5,50,110,110,424,0.25943396226415094,True,022840084839
5,51,150,150,704,0.21306818181818182,True,041a0009335d
5,52,80,80,225,0.35555555555555557,True,021200001059
5,53,70,70,160,0.4375,True,001002080a81
5,54,70,70,213,0.3286384976525822,True,0000400042d8
5,55,90,90,177,0.5084745762711864,True,002240210047
5,56,20,20,20,1.0,False,040000000010
5,57,90,90,383,0.2349869451697128,True,04000100115b
5,58,130,130,438,0.2968036529680365,True,040cc0085037
5,59,150,150,687,0.2183406113537118,True,0211020c943f
5,60,90,90,325,0.27692307692307694,True,040840001998
5,61,110,110,274,0.40145985401459855,True,08405000824f
5,62,100,100,240,0.4166666666666667,True,005000049836
5,63,150,150,530,0.2830188679245283,True,0219040473d8
5,64,100,100,281,0.35587188612099646,True,00a440081069
5,65,160,160,774,0.20671834625322996,True,022042203b7e
5,66,130,130,446,0.2914798206278027,True,008843010b99
5,67,140,140,698,0.20057306590257878,True,026400005c7b
5,68,110,110,398,0.27638190954773867,True,00a04008284f
5,69,130,130,370,0.35135135135135137,True,12404020701f
5,70,130,130,354,0.3672316384180791,True,094b82100053
5,71,80,80,202,0.39603960396039606,True,008980005110
5,72,100,100,428,0.2336448598130841,True,023840004099
5,73,90,90,244,0.36885245901639346,True,002140014017
5,74,140,140,1186,0.11804384485666104,True,001a401013f9
5,75,190,190,2180,0.0871559633027523,True,0008c419d9fd
5,76,50,50,64,0.78125,True,001010080101
5,77,60,60,74,0.8108108108108109,True,0a2000004018
5,78,130,130,651,0.19969278033794163,True,0110c20041bb
5,79,130,130,437,0.2974828375286041,True,000c412812b5
5,80,110,110,655,0.16793893129770993,True,01214000207b
5,81,110,110,261,0.421455938697318,True,0080604011ea
5,82,100,100,339,0.2949852507374631,True,048040081919
5,83,120,120,318,0.37735849056603776,True,04484015041b
5,84,140,140,553,0.25316455696202533,True,01690004503f
5,85,120,120,771,0.1556420233463035,True,00484020985b
5,86,110,110,238,0.46218487394957986,True,00b00004912e
5,87,120,120,397,0.3022670025188917,True,02120020129f
5,88,130,130,460,0.2826086956521739,True,0020411930f8
5,89,140,140,589,0.23769100169779286,True,0050c40816ab
5,90,120,120,321,0.37383177570093457,True,02085008585a
5,91,110,110,324,0.3395061728395062,True,08010209109b
5,92,80,80,150,0.5333333333333333,True,040402084019
5,93,160,160,1942,0.082389289392379,True,0071410158f5
6,0,110,110,309,0.3559870550161812,True,003801041b30
6,1,130,130,401,0.32418952618453867,True,00004a110af5
6,2,70,70,147,0.47619047619047616,True,00a040000063
6,3,70,70,415,0.1686746987951807,True,006000008158
6,4,90,90,264,0.3409090909090909,True,042880200039
6,5,90,90,229,0.3930131004366812,True,01110000510b
6,6,170,170,974,0.17453798767967146,True,0018200798ff
6,7,150,150,637,0.23547880690737832,True,00106208ab2f
6,8,150,150,959,0.15641293013555788,True,0864c00831e9
6,9,70,70,136,0.5147058823529411,True,000200205118
6,10,120,120,464,0.25862068965517243,True,005840408879
6,11,100,100,207,0.4830917874396135,True,000810200d5a
6,12,70,70,153,0.45751633986928103,True,0440000008f0
6,13,80,80,365,0.2191780821917808,True,000140005093
6,14,100,100,263,0.38022813688212925,True,008844019218
6,15,100,100,404,0.24752475247524752,True,012080080879
6,16,100,100,349,0.28653295128939826,True,0030c0004331
6,17,120,120,266,0.45112781954887216,True,005280031255
6,18,130,130,587,0.22146507666098808,True,00ad00081939
6,19,170,170,1162,0.14629948364888123,True,0018431554bb
6,20,50,50,55,0.9090909090909091,True,100080202010
6,21,70,70,114,0.6140350877192983,True,0200400820c1
6,22,120,120,447,0.2684563758389262,True,003840501d90
6,23,80,80,185,0.43243243243243246,True,003040801844
6,24,120,120,561,0.21390374331550802,True,0068800048db
6,25,100,100,203,0.49261083743842365,True,002040054274
6,26,130,130,937,0.13874066168623267,True,0029c0011279
6,27,140,140,531,0.263653483992467,True,00ec4000126f
6,28,100,100,345,0.2898550724637681,True,00c04000985a
6,29,120,120,407,0.29484029484029484,True,01304020151b
6,30,120,120,396,0.30303030303030304,True,0019400282b9
6,31,130,130,534,0.24344569288389514,True,0888400c14d9
6,32,130,130,720,0.18055555555555555,True,0068c00050eb
6,33,210,210,2303,0.0911854103343465,True,0815020db5ff
6,34,100,100,296,0.33783783783783783,True,000e0000507a
6,35,130,130,489,0.2658486707566462,True,020442083af0
6,36,120,120,529,0.22684310018903592,True,1008c0085079
6,37,170,170,1000,0.17,True,00a8c121137b
6,38,80,80,152,0.5263157894736842,True,0201400410d0
